DATE_ID,ORDER_DATE,SHIP_DATE,YEAR,DAY_NAME,DELIVERY_DAYS,SHIPPING_COST
32144,2014-12-26,2015-01-02,2014,Friday,7 days,1.16
32145,2013-04-16,2013-04-18,2013,Tuesday,2 days,189.58
32146,2015-10-01,2015-10-06,2015,Thursday,5 days,3.67
32147,2014-09-24,2014-09-29,2014,Wednesday,5 days,3.67
32148,2015-11-17,2015-11-22,2015,Tuesday,5 days,3.67
32149,2013-08-06,2013-08-08,2013,Tuesday,2 days,3.67
32150,2012-08-11,2012-08-12,2012,Saturday,1 days,57.56
32151,2013-11-19,2013-11-20,2013,Tuesday,1 days,3.67
32152,2014-03-02,2014-03-07,2014,Sunday,5 days,3.67
32153,2014-08-22,2014-08-27,2014,Friday,5 days,3.67
32154,2013-06-06,2013-06-11,2013,Thursday,5 days,3.67
32155,2015-04-12,2015-04-16,2015,Sunday,4 days,3.67
32156,2015-07-21,2015-07-23,2015,Tuesday,2 days,3.67
32157,2012-12-27,2012-12-31,2012,Thursday,4 days,3.67
32158,2014-11-04,2014-11-04,2014,Tuesday,0 days,3.669
32159,2013-09-21,2013-09-23,2013,Saturday,2 days,3.665
32160,2015-09-15,2015-09-19,2015,Tuesday,4 days,3.663
32161,2015-02-17,2015-02-21,2015,Tuesday,4 days,4.116
32162,2015-12-30,2016-01-03,2015,Wednesday,4 days,4.114
32163,2015-08-01,2015-08-07,2015,Saturday,6 days,4.114
32164,2013-11-17,2013-11-23,2013,Sunday,6 days,4.113
32165,2013-11-14,2013-11-17,2013,Thursday,3 days,1.28
32166,2015-06-16,2015-06-21,2015,Tuesday,5 days,4.11
32167,2013-09-24,2013-09-26,2013,Tuesday,2 days,4.11
32168,2015-05-03,2015-05-08,2015,Sunday,5 days,4.11
32169,2013-06-25,2013-07-01,2013,Tuesday,6 days,4.11
32170,2015-02-22,2015-02-26,2015,Sunday,4 days,4.11
32171,2014-06-07,2014-06-08,2014,Saturday,1 days,4.11
32172,2012-08-23,2012-08-29,2012,Thursday,6 days,4.11
32173,2013-04-30,2013-05-06,2013,Tuesday,6 days,1.22
32174,2014-10-03,2014-10-05,2014,Friday,2 days,4.11
32175,2015-11-04,2015-11-09,2015,Wednesday,5 days,4.11
32176,2013-05-17,2013-05-20,2013,Friday,3 days,4.11
32177,2015-08-13,2015-08-19,2015,Thursday,6 days,4.11
32178,2012-09-12,2012-09-15,2012,Wednesday,3 days,4.11
32179,2013-03-15,2013-03-20,2013,Friday,5 days,4.11
32180,2012-11-25,2012-11-30,2012,Sunday,5 days,4.11
32181,2015-05-04,2015-05-11,2015,Monday,7 days,4.11
32182,2013-08-08,2013-08-12,2013,Thursday,4 days,4.11
32183,2014-06-04,2014-06-08,2014,Wednesday,4 days,4.11
32184,2015-03-27,2015-04-02,2015,Friday,6 days,4.11
32185,2012-03-13,2012-03-20,2012,Tuesday,7 days,4.11
32186,2014-01-16,2014-01-21,2014,Thursday,5 days,4.11
32187,2015-08-05,2015-08-10,2015,Wednesday,5 days,4.11
32188,2012-12-15,2012-12-19,2012,Saturday,4 days,1.18
32189,2013-05-30,2013-06-03,2013,Thursday,4 days,3.96
32190,2013-10-23,2013-10-28,2013,Wednesday,5 days,3.96
32191,2015-09-22,2015-09-27,2015,Tuesday,5 days,3.96
32192,2012-03-06,2012-03-09,2012,Tuesday,3 days,3.96
32193,2013-12-10,2013-12-16,2013,Tuesday,6 days,3.23
32194,2012-01-17,2012-01-21,2012,Tuesday,4 days,3.96
32195,2014-05-18,2014-05-22,2014,Sunday,4 days,3.96
32196,2013-03-27,2013-04-02,2013,Wednesday,6 days,3.957
32197,2014-09-19,2014-09-25,2014,Friday,6 days,3.955
32198,2014-06-28,2014-07-03,2014,Saturday,5 days,3.953
32199,2014-08-21,2014-08-28,2014,Thursday,7 days,3.953
32200,2013-11-21,2013-11-26,2013,Thursday,5 days,3.953
32201,2015-08-19,2015-08-26,2015,Wednesday,7 days,3.952
32202,2014-10-24,2014-10-29,2014,Friday,5 days,3.951
32203,2013-08-12,2013-08-17,2013,Monday,5 days,3.95
32204,2014-08-24,2014-08-28,2014,Sunday,4 days,3.95
32205,2014-04-03,2014-04-08,2014,Thursday,5 days,3.95
32206,2012-10-09,2012-10-15,2012,Tuesday,6 days,3.95
32207,2014-08-16,2014-08-22,2014,Saturday,6 days,3.95
32208,2014-08-02,2014-08-04,2014,Saturday,2 days,2.64
32209,2012-11-23,2012-11-30,2012,Friday,7 days,3.95
32210,2015-11-11,2015-11-15,2015,Wednesday,4 days,3.95
32211,2015-06-19,2015-06-23,2015,Friday,4 days,3.95
32212,2013-07-04,2013-07-10,2013,Thursday,6 days,3.95
32213,2013-12-10,2013-12-16,2013,Tuesday,6 days,2.04
32214,2015-08-07,2015-08-12,2015,Friday,5 days,3.95
32215,2013-01-26,2013-02-01,2013,Saturday,6 days,3.95
32216,2014-01-04,2014-01-08,2014,Saturday,4 days,3.95
32217,2014-05-13,2014-05-18,2014,Tuesday,5 days,3.81
32218,2015-11-11,2015-11-15,2015,Wednesday,4 days,3.81
32219,2014-06-27,2014-07-02,2014,Friday,5 days,3.81
32220,2012-09-20,2012-09-23,2012,Thursday,3 days,1.36
32221,2013-05-12,2013-05-16,2013,Sunday,4 days,16.85
32222,2015-11-20,2015-11-22,2015,Friday,2 days,3.81
32223,2014-01-14,2014-01-14,2014,Tuesday,0 days,3.81
32224,2015-12-05,2015-12-08,2015,Saturday,3 days,5.91
32225,2012-08-31,2012-09-04,2012,Friday,4 days,1.8
32226,2013-09-28,2013-09-30,2013,Saturday,2 days,3.808
32227,2015-01-17,2015-01-21,2015,Saturday,4 days,3.806
32228,2012-12-04,2012-12-08,2012,Tuesday,4 days,3.804
32229,2013-09-20,2013-09-22,2013,Friday,2 days,3.803
32230,2013-12-18,2013-12-24,2013,Wednesday,6 days,3.8
32231,2015-12-23,2015-12-27,2015,Wednesday,4 days,1.59
32232,2014-05-28,2014-05-30,2014,Wednesday,2 days,383.35
32233,2013-04-04,2013-04-09,2013,Thursday,5 days,3.8
32234,2015-11-15,2015-11-19,2015,Sunday,4 days,3.8
32235,2012-04-28,2012-05-02,2012,Saturday,4 days,59.11
32236,2013-05-11,2013-05-16,2013,Saturday,5 days,3.8
32237,2013-12-24,2013-12-29,2013,Tuesday,5 days,3.8
32238,2014-07-03,2014-07-07,2014,Thursday,4 days,3.8
32239,2014-12-10,2014-12-15,2014,Wednesday,5 days,3.8
32240,2014-11-25,2014-11-28,2014,Tuesday,3 days,38.57
32241,2012-09-20,2012-09-22,2012,Thursday,2 days,3.8
32242,2015-10-09,2015-10-13,2015,Friday,4 days,3.8
32243,2014-01-14,2014-01-18,2014,Tuesday,4 days,3.8
32244,2012-06-14,2012-06-14,2012,Thursday,0 days,3.8
32245,2012-07-06,2012-07-08,2012,Friday,2 days,3.662
32246,2015-07-07,2015-07-11,2015,Tuesday,4 days,3.662
32247,2014-06-21,2014-06-25,2014,Saturday,4 days,3.662
32248,2014-04-15,2014-04-19,2014,Tuesday,4 days,3.661
32249,2015-11-04,2015-11-05,2015,Wednesday,1 days,3.661
32250,2013-04-16,2013-04-18,2013,Tuesday,2 days,41.61
32251,2015-04-26,2015-05-03,2015,Sunday,7 days,4.08
32252,2014-07-15,2014-07-21,2014,Tuesday,6 days,3.66
32253,2015-07-04,2015-07-09,2015,Saturday,5 days,3.66
32254,2014-11-07,2014-11-11,2014,Friday,4 days,3.66
32255,2015-12-27,2016-01-01,2015,Sunday,5 days,3.66
32256,2013-03-19,2013-03-23,2013,Tuesday,4 days,3.66
32257,2012-08-11,2012-08-12,2012,Saturday,1 days,3.17
32258,2012-10-06,2012-10-09,2012,Saturday,3 days,3.66
32259,2014-11-04,2014-11-07,2014,Tuesday,3 days,3.66
32260,2015-06-11,2015-06-16,2015,Thursday,5 days,3.66
32261,2013-06-14,2013-06-18,2013,Friday,4 days,3.66
32262,2014-05-03,2014-05-07,2014,Saturday,4 days,3.66
32263,2014-08-27,2014-09-01,2014,Wednesday,5 days,3.66
32264,2013-04-16,2013-04-18,2013,Tuesday,2 days,2.67
32265,2015-06-26,2015-07-01,2015,Friday,5 days,3.66
32266,2014-06-05,2014-06-10,2014,Thursday,5 days,3.66
32267,2015-06-11,2015-06-17,2015,Thursday,6 days,3.66
32268,2015-07-24,2015-07-26,2015,Friday,2 days,3.66
32269,2014-03-08,2014-03-10,2014,Saturday,2 days,3.66
32270,2015-02-18,2015-02-22,2015,Wednesday,4 days,2.56
32271,2015-11-08,2015-11-13,2015,Sunday,5 days,3.66
32272,2015-01-13,2015-01-15,2015,Tuesday,2 days,3.66
32273,2014-12-10,2014-12-14,2014,Wednesday,4 days,1.06
32274,2014-09-27,2014-10-01,2014,Saturday,4 days,4.108
32275,2015-10-20,2015-10-24,2015,Tuesday,4 days,4.108
32276,2015-08-27,2015-08-29,2015,Thursday,2 days,4.107
32277,2013-06-04,2013-06-08,2013,Tuesday,4 days,4.107
32278,2015-03-27,2015-04-01,2015,Friday,5 days,4.106
32279,2015-06-17,2015-06-19,2015,Wednesday,2 days,4.106
32280,2012-03-14,2012-03-20,2012,Wednesday,6 days,4.105
32281,2015-07-22,2015-07-26,2015,Wednesday,4 days,4.105
32282,2014-11-15,2014-11-19,2014,Saturday,4 days,4.101
32283,2012-01-19,2012-01-24,2012,Thursday,5 days,4.1
32284,2014-09-24,2014-09-29,2014,Wednesday,5 days,4.1
32285,2015-08-02,2015-08-07,2015,Sunday,5 days,4.1
32286,2013-08-13,2013-08-17,2013,Tuesday,4 days,4.1
32287,2015-11-14,2015-11-17,2015,Saturday,3 days,67.39
32288,2013-09-04,2013-09-04,2013,Wednesday,0 days,4.1
32289,2015-03-15,2015-03-20,2015,Sunday,5 days,4.1
32290,2015-03-31,2015-04-04,2015,Tuesday,4 days,4.1
32291,2015-12-30,2016-01-05,2015,Wednesday,6 days,18.36
32292,2014-06-06,2014-06-10,2014,Friday,4 days,9.84
32293,2012-03-08,2012-03-11,2012,Thursday,3 days,4.1
32294,2015-12-10,2015-12-12,2015,Thursday,2 days,4.82
32295,2013-08-28,2013-08-30,2013,Wednesday,2 days,3.84
32296,2014-12-23,2014-12-28,2014,Tuesday,5 days,4.1
32297,2014-10-03,2014-10-08,2014,Friday,5 days,4.1
32298,2015-09-18,2015-09-23,2015,Friday,5 days,4.1
32299,2014-12-17,2014-12-21,2014,Wednesday,4 days,4.1
32300,2012-12-29,2013-01-03,2012,Saturday,5 days,1.2
32301,2013-10-22,2013-10-27,2013,Tuesday,5 days,3.95
32302,2015-01-26,2015-01-31,2015,Monday,5 days,3.95
32303,2014-11-05,2014-11-07,2014,Wednesday,2 days,3.95
32304,2015-09-09,2015-09-11,2015,Wednesday,2 days,3.95
32305,2015-12-16,2015-12-20,2015,Wednesday,4 days,1.83
32306,2015-10-06,2015-10-08,2015,Tuesday,2 days,3.95
32307,2014-07-29,2014-08-04,2014,Tuesday,6 days,1.24
32308,2014-06-24,2014-06-29,2014,Tuesday,5 days,3.95
32309,2014-03-07,2014-03-12,2014,Friday,5 days,3.947
32310,2015-10-10,2015-10-12,2015,Saturday,2 days,3.946
32311,2014-09-24,2014-09-29,2014,Wednesday,5 days,3.944
32312,2014-05-14,2014-05-18,2014,Wednesday,4 days,3.94
32313,2014-06-05,2014-06-09,2014,Thursday,4 days,3.94
32314,2012-12-21,2012-12-25,2012,Friday,4 days,1.18
32315,2014-09-07,2014-09-11,2014,Sunday,4 days,3.94
32316,2013-11-15,2013-11-17,2013,Friday,2 days,3.94
32317,2015-09-03,2015-09-07,2015,Thursday,4 days,3.94
32318,2014-09-21,2014-09-21,2014,Sunday,0 days,3.94
32319,2013-12-10,2013-12-16,2013,Tuesday,6 days,1.13
32320,2014-05-29,2014-06-04,2014,Thursday,6 days,28.68
32321,2015-05-27,2015-05-30,2015,Wednesday,3 days,24.69
32322,2015-11-04,2015-11-08,2015,Wednesday,4 days,24.65
32323,2015-05-13,2015-05-18,2015,Wednesday,5 days,3.94
32324,2015-11-04,2015-11-08,2015,Wednesday,4 days,8.23
32325,2013-11-26,2013-11-26,2013,Tuesday,0 days,3.94
32326,2014-08-30,2014-09-03,2014,Saturday,4 days,3.94
32327,2014-05-29,2014-06-04,2014,Thursday,6 days,3.79
32328,2015-05-27,2015-05-30,2015,Wednesday,3 days,3.67
32329,2014-02-20,2014-02-26,2014,Thursday,6 days,3.8
32330,2014-05-06,2014-05-11,2014,Tuesday,5 days,3.8
32331,2014-12-24,2014-12-27,2014,Wednesday,3 days,38.26
32332,2012-05-31,2012-05-31,2012,Thursday,0 days,3.8
32333,2014-06-07,2014-06-11,2014,Saturday,4 days,3.799
32334,2015-09-26,2015-10-02,2015,Saturday,6 days,3.798
32335,2014-12-18,2014-12-22,2014,Thursday,4 days,3.797
32336,2014-05-15,2014-05-19,2014,Thursday,4 days,3.796
32337,2015-07-31,2015-08-04,2015,Friday,4 days,3.795
32338,2014-04-08,2014-04-14,2014,Tuesday,6 days,3.794
32339,2015-10-22,2015-10-27,2015,Thursday,5 days,3.792
32340,2014-03-23,2014-03-28,2014,Sunday,5 days,3.792
32341,2012-12-23,2012-12-29,2012,Sunday,6 days,3.79
32342,2015-08-22,2015-08-25,2015,Saturday,3 days,3.79
32343,2013-11-15,2013-11-20,2013,Friday,5 days,3.79
32344,2015-07-23,2015-07-29,2015,Thursday,6 days,3.79
32345,2013-10-26,2013-10-26,2013,Saturday,0 days,3.79
32346,2013-01-08,2013-01-14,2013,Tuesday,6 days,3.79
32347,2015-01-16,2015-01-23,2015,Friday,7 days,3.79
32348,2014-05-28,2014-05-30,2014,Wednesday,2 days,36.06
32349,2014-05-28,2014-05-30,2014,Wednesday,2 days,33.73
32350,2014-05-14,2014-05-21,2014,Wednesday,7 days,3.79
32351,2012-07-10,2012-07-14,2012,Tuesday,4 days,31.81
32352,2014-08-14,2014-08-20,2014,Thursday,6 days,3.79
32353,2013-02-05,2013-02-10,2013,Tuesday,5 days,3.79
32354,2012-12-02,2012-12-07,2012,Sunday,5 days,3.79
32355,2014-01-09,2014-01-15,2014,Thursday,6 days,28.44
32356,2014-01-09,2014-01-15,2014,Thursday,6 days,22.1
32357,2012-02-22,2012-02-26,2012,Wednesday,4 days,3.66
32358,2012-03-30,2012-04-03,2012,Friday,4 days,3.66
32359,2013-04-16,2013-04-18,2013,Tuesday,2 days,1.91
32360,2014-11-01,2014-11-07,2014,Saturday,6 days,3.66
32361,2015-06-10,2015-06-12,2015,Wednesday,2 days,3.66
32362,2012-11-16,2012-11-21,2012,Friday,5 days,3.66
32363,2013-06-04,2013-06-04,2013,Tuesday,0 days,1.82
32364,2012-03-31,2012-04-04,2012,Saturday,4 days,3.657
32365,2013-09-26,2013-09-28,2013,Thursday,2 days,3.656
32366,2014-12-12,2014-12-16,2014,Friday,4 days,3.653
32367,2014-08-16,2014-08-23,2014,Saturday,7 days,3.652
32368,2014-09-28,2014-09-30,2014,Sunday,2 days,3.652
32369,2014-06-24,2014-06-28,2014,Tuesday,4 days,3.651
32370,2013-05-04,2013-05-10,2013,Saturday,6 days,3.651
32371,2013-08-01,2013-08-03,2013,Thursday,2 days,3.651
32372,2015-05-09,2015-05-12,2015,Saturday,3 days,3.65
32373,2014-01-14,2014-01-19,2014,Tuesday,5 days,3.65
32374,2014-10-01,2014-10-05,2014,Wednesday,4 days,3.65
32375,2012-03-29,2012-04-02,2012,Thursday,4 days,3.65
32376,2015-11-21,2015-11-25,2015,Saturday,4 days,3.65
32377,2012-04-28,2012-05-03,2012,Saturday,5 days,1.76
32378,2012-08-18,2012-08-22,2012,Saturday,4 days,3.65
32379,2014-11-22,2014-11-27,2014,Saturday,5 days,3.65
32380,2015-08-23,2015-08-27,2015,Sunday,4 days,3.65
32381,2013-02-28,2013-03-04,2013,Thursday,4 days,3.65
32382,2015-03-26,2015-03-26,2015,Thursday,0 days,3.65
32383,2014-05-15,2014-05-20,2014,Thursday,5 days,3.65
32384,2014-10-24,2014-10-28,2014,Friday,4 days,3.65
32385,2012-11-02,2012-11-06,2012,Friday,4 days,4.1
32386,2013-07-21,2013-07-21,2013,Sunday,0 days,4.1
32387,2015-08-06,2015-08-13,2015,Thursday,7 days,4.1
32388,2014-04-23,2014-04-27,2014,Wednesday,4 days,4.098
32389,2015-11-10,2015-11-16,2015,Tuesday,6 days,4.096
32390,2015-03-03,2015-03-07,2015,Tuesday,4 days,4.094
32391,2015-06-05,2015-06-09,2015,Friday,4 days,4.093
32392,2012-06-16,2012-06-21,2012,Saturday,5 days,4.092
32393,2014-06-13,2014-06-15,2014,Friday,2 days,4.09
32394,2013-12-09,2013-12-12,2013,Monday,3 days,1.19
32395,2015-12-10,2015-12-12,2015,Thursday,2 days,1.1
32396,2013-09-05,2013-09-06,2013,Thursday,1 days,4.09
32397,2015-12-29,2016-01-01,2015,Tuesday,3 days,4.09
32398,2014-09-04,2014-09-06,2014,Thursday,2 days,4.09
32399,2013-05-07,2013-05-12,2013,Tuesday,5 days,4.09
32400,2015-09-21,2015-09-25,2015,Monday,4 days,4.09
32401,2015-12-10,2015-12-12,2015,Thursday,2 days,1.08
32402,2015-03-12,2015-03-15,2015,Thursday,3 days,4.09
32403,2015-04-09,2015-04-11,2015,Thursday,2 days,4.09
32404,2014-06-22,2014-06-26,2014,Sunday,4 days,1.06
32405,2013-09-13,2013-09-15,2013,Friday,2 days,139.52
32406,2013-07-20,2013-07-21,2013,Saturday,1 days,4.09
32407,2013-09-04,2013-09-06,2013,Wednesday,2 days,4.09
32408,2013-04-27,2013-05-02,2013,Saturday,5 days,4.09
32409,2015-06-13,2015-06-17,2015,Saturday,4 days,4.09
32410,2015-01-27,2015-01-29,2015,Tuesday,2 days,4.09
32411,2015-05-02,2015-05-06,2015,Saturday,4 days,4.09
32412,2015-03-15,2015-03-17,2015,Sunday,2 days,4.09
32413,2014-06-03,2014-06-08,2014,Tuesday,5 days,3.94
32414,2014-03-14,2014-03-18,2014,Friday,4 days,3.94
32415,2012-07-15,2012-07-19,2012,Sunday,4 days,3.94
32416,2012-12-12,2012-12-14,2012,Wednesday,2 days,1.89
32417,2012-03-20,2012-03-24,2012,Tuesday,4 days,305.29
32418,2015-02-28,2015-03-04,2015,Saturday,4 days,3.94
32419,2014-03-26,2014-03-31,2014,Wednesday,5 days,3.94
32420,2015-11-21,2015-11-23,2015,Saturday,2 days,3.938
32421,2012-01-04,2012-01-08,2012,Wednesday,4 days,3.937
32422,2015-12-10,2015-12-12,2015,Thursday,2 days,3.937
32423,2012-01-07,2012-01-07,2012,Saturday,0 days,3.937
32424,2014-07-16,2014-07-19,2014,Wednesday,3 days,3.937
32425,2014-10-12,2014-10-17,2014,Sunday,5 days,3.936
32426,2015-10-06,2015-10-13,2015,Tuesday,7 days,3.936
32427,2015-09-05,2015-09-11,2015,Saturday,6 days,3.935
32428,2015-09-20,2015-09-27,2015,Sunday,7 days,3.93
32429,2013-09-27,2013-10-01,2013,Friday,4 days,3.93
32430,2014-08-19,2014-08-23,2014,Tuesday,4 days,3.93
32431,2015-06-05,2015-06-07,2015,Friday,2 days,3.93
32432,2015-12-27,2015-12-31,2015,Sunday,4 days,3.93
32433,2013-01-03,2013-01-09,2013,Thursday,6 days,3.93
32434,2012-12-28,2013-01-01,2012,Friday,4 days,3.93
32435,2015-12-24,2015-12-28,2015,Thursday,4 days,3.93
32436,2013-01-20,2013-01-22,2013,Sunday,2 days,3.93
32437,2015-12-30,2016-01-04,2015,Wednesday,5 days,3.93
32438,2014-06-08,2014-06-12,2014,Sunday,4 days,3.93
32439,2015-12-29,2016-01-03,2015,Tuesday,5 days,156.45
32440,2015-12-23,2015-12-28,2015,Wednesday,5 days,3.93
32441,2013-01-04,2013-01-04,2013,Friday,0 days,3.79
32442,2012-07-10,2012-07-14,2012,Tuesday,4 days,19.95
32443,2014-12-23,2014-12-27,2014,Tuesday,4 days,3.79
32444,2013-09-22,2013-09-25,2013,Sunday,3 days,3.79
32445,2014-12-24,2014-12-27,2014,Wednesday,3 days,19.24
32446,2013-11-22,2013-11-26,2013,Friday,4 days,3.79
32447,2015-08-15,2015-08-21,2015,Saturday,6 days,3.79
32448,2013-06-29,2013-07-05,2013,Saturday,6 days,3.79
32449,2014-04-15,2014-04-20,2014,Tuesday,5 days,3.79
32450,2014-04-07,2014-04-11,2014,Monday,4 days,3.789
32451,2013-10-15,2013-10-20,2013,Tuesday,5 days,3.787
32452,2015-08-07,2015-08-13,2015,Friday,6 days,3.787
32453,2014-06-07,2014-06-13,2014,Saturday,6 days,3.787
32454,2013-12-06,2013-12-10,2013,Friday,4 days,3.783
32455,2015-11-19,2015-11-25,2015,Thursday,6 days,3.782
32456,2013-03-06,2013-03-08,2013,Wednesday,2 days,3.78
32457,2012-06-02,2012-06-07,2012,Saturday,5 days,3.78
32458,2015-11-15,2015-11-21,2015,Sunday,6 days,3.78
32459,2015-06-30,2015-07-05,2015,Tuesday,5 days,3.78
32460,2015-10-01,2015-10-05,2015,Thursday,4 days,3.78
32461,2014-06-01,2014-06-03,2014,Sunday,2 days,3.78
32462,2015-12-12,2015-12-14,2015,Saturday,2 days,3.78
32463,2015-03-31,2015-04-04,2015,Tuesday,4 days,3.78
32464,2014-06-18,2014-06-22,2014,Wednesday,4 days,3.78
32465,2014-09-18,2014-09-23,2014,Thursday,5 days,13.43
32466,2015-08-05,2015-08-09,2015,Wednesday,4 days,3.78
32467,2013-08-01,2013-08-05,2013,Thursday,4 days,3.78
32468,2013-12-13,2013-12-17,2013,Friday,4 days,3.78
32469,2015-06-18,2015-06-21,2015,Thursday,3 days,3.65
32470,2015-12-19,2015-12-26,2015,Saturday,7 days,3.65
32471,2013-06-04,2013-06-04,2013,Tuesday,0 days,1.56
32472,2015-03-05,2015-03-05,2015,Thursday,0 days,3.65
32473,2015-06-18,2015-06-23,2015,Thursday,5 days,3.65
32474,2015-05-09,2015-05-15,2015,Saturday,6 days,3.65
32475,2012-12-18,2012-12-20,2012,Tuesday,2 days,3.65
32476,2015-03-06,2015-03-10,2015,Friday,4 days,3.65
32477,2014-05-31,2014-05-31,2014,Saturday,0 days,3.65
32478,2012-09-09,2012-09-15,2012,Sunday,6 days,3.65
32479,2015-04-26,2015-05-03,2015,Sunday,7 days,1.52
32480,2014-06-27,2014-07-01,2014,Friday,4 days,1.4
32481,2013-05-03,2013-05-06,2013,Friday,3 days,105.11
32482,2012-06-05,2012-06-07,2012,Tuesday,2 days,3.65
32483,2015-10-18,2015-10-25,2015,Sunday,7 days,3.65
32484,2012-12-26,2013-01-02,2012,Wednesday,7 days,3.65
32485,2014-07-15,2014-07-18,2014,Tuesday,3 days,3.65
32486,2015-05-26,2015-05-29,2015,Tuesday,3 days,3.649
32487,2015-10-02,2015-10-06,2015,Friday,4 days,3.648
32488,2015-09-12,2015-09-15,2015,Saturday,3 days,3.648
32489,2014-08-06,2014-08-10,2014,Wednesday,4 days,3.647
32490,2014-10-04,2014-10-10,2014,Saturday,6 days,3.646
32491,2012-10-13,2012-10-17,2012,Saturday,4 days,3.645
32492,2014-02-08,2014-02-11,2014,Saturday,3 days,3.644
32493,2014-11-21,2014-11-26,2014,Friday,5 days,3.644
32494,2013-09-06,2013-09-11,2013,Friday,5 days,3.643
32495,2014-08-16,2014-08-21,2014,Saturday,5 days,3.643
32496,2015-10-31,2015-11-04,2015,Saturday,4 days,3.64
32497,2013-08-24,2013-08-28,2013,Saturday,4 days,4.09
32498,2014-02-05,2014-02-09,2014,Wednesday,4 days,4.09
32499,2015-08-18,2015-08-24,2015,Tuesday,6 days,4.09
32500,2013-09-07,2013-09-13,2013,Saturday,6 days,4.09
32501,2014-09-13,2014-09-19,2014,Saturday,6 days,4.09
32502,2015-07-22,2015-07-27,2015,Wednesday,5 days,4.09
32503,2015-06-05,2015-06-09,2015,Friday,4 days,4.089
32504,2013-01-02,2013-01-05,2013,Wednesday,3 days,4.089
32505,2014-11-15,2014-11-21,2014,Saturday,6 days,4.089
32506,2013-10-11,2013-10-12,2013,Friday,1 days,4.087
32507,2013-03-16,2013-03-20,2013,Saturday,4 days,4.087
32508,2014-08-12,2014-08-16,2014,Tuesday,4 days,4.086
32509,2013-02-14,2013-02-20,2013,Thursday,6 days,4.081
32510,2013-09-13,2013-09-15,2013,Friday,2 days,59.71
32511,2014-01-31,2014-02-04,2014,Friday,4 days,4.08
32512,2015-10-14,2015-10-19,2015,Wednesday,5 days,4.08
32513,2013-05-28,2013-05-30,2013,Tuesday,2 days,4.08
32514,2012-08-02,2012-08-06,2012,Thursday,4 days,4.08
32515,2013-09-13,2013-09-15,2013,Friday,2 days,36.8
32516,2015-12-13,2015-12-19,2015,Sunday,6 days,4.08
32517,2013-09-13,2013-09-15,2013,Friday,2 days,27.38
32518,2015-06-05,2015-06-12,2015,Friday,7 days,4.08
32519,2013-11-02,2013-11-06,2013,Saturday,4 days,4.08
32520,2014-12-26,2014-12-30,2014,Friday,4 days,4.08
32521,2013-07-11,2013-07-13,2013,Thursday,2 days,4.08
32522,2015-03-17,2015-03-22,2015,Tuesday,5 days,26.14
32523,2013-11-30,2013-12-02,2013,Saturday,2 days,4.08
32524,2015-11-06,2015-11-12,2015,Friday,6 days,4.08
32525,2013-08-13,2013-08-15,2013,Tuesday,2 days,3.93
32526,2014-02-15,2014-02-20,2014,Saturday,5 days,3.93
32527,2014-08-27,2014-08-31,2014,Wednesday,4 days,3.93
32528,2014-07-26,2014-08-01,2014,Saturday,6 days,3.93
32529,2014-01-09,2014-01-16,2014,Thursday,7 days,3.93
32530,2013-06-15,2013-06-21,2013,Saturday,6 days,3.93
32531,2015-06-12,2015-06-13,2015,Friday,1 days,3.93
32532,2015-03-06,2015-03-11,2015,Friday,5 days,3.93
32533,2014-03-05,2014-03-08,2014,Wednesday,3 days,3.93
32534,2013-08-07,2013-08-12,2013,Wednesday,5 days,3.93
32535,2015-12-02,2015-12-05,2015,Wednesday,3 days,3.93
32536,2012-10-29,2012-10-31,2012,Monday,2 days,3.93
32537,2013-11-29,2013-12-04,2013,Friday,5 days,3.93
32538,2012-04-17,2012-04-19,2012,Tuesday,2 days,3.93
32539,2013-04-24,2013-04-30,2013,Wednesday,6 days,3.929
32540,2015-06-02,2015-06-05,2015,Tuesday,3 days,3.928
32541,2012-06-29,2012-07-03,2012,Friday,4 days,3.927
32542,2013-05-01,2013-05-06,2013,Wednesday,5 days,3.926
32543,2014-12-23,2014-12-28,2014,Tuesday,5 days,3.926
32544,2012-06-06,2012-06-11,2012,Wednesday,5 days,3.924
32545,2013-04-11,2013-04-15,2013,Thursday,4 days,3.924
32546,2013-11-09,2013-11-12,2013,Saturday,3 days,3.924
32547,2012-12-20,2012-12-22,2012,Thursday,2 days,3.923
32548,2014-12-11,2014-12-14,2014,Thursday,3 days,3.922
32549,2013-10-26,2013-11-01,2013,Saturday,6 days,39.23
32550,2015-09-18,2015-09-23,2015,Friday,5 days,3.92
32551,2013-10-26,2013-11-01,2013,Saturday,6 days,12.91
32552,2013-05-21,2013-05-25,2013,Tuesday,4 days,3.92
32553,2013-03-02,2013-03-04,2013,Saturday,2 days,3.78
32554,2015-08-02,2015-08-05,2015,Sunday,3 days,3.78
32555,2013-06-11,2013-06-16,2013,Tuesday,5 days,3.78
32556,2013-11-08,2013-11-15,2013,Friday,7 days,3.78
32557,2012-07-10,2012-07-14,2012,Tuesday,4 days,13.28
32558,2013-07-18,2013-07-18,2013,Thursday,0 days,3.78
32559,2014-12-24,2014-12-27,2014,Wednesday,3 days,13.18
32560,2015-05-29,2015-06-04,2015,Friday,6 days,3.78
32561,2012-02-01,2012-02-03,2012,Wednesday,2 days,3.78
32562,2015-10-08,2015-10-12,2015,Thursday,4 days,3.78
32563,2015-06-28,2015-07-02,2015,Sunday,4 days,3.78
