PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,ORDER_PRIORITY,BEST_SELLING,QUANTITY,SHIP_MODE
FUR-FU-4086,"Eldon Photo Frame, Erganomic",Furniture,Furnishings,Critical,37,3,Same Day
OFF-AR-5904,"Sanford Canvas, Fluorescent",Office Supplies,Art,Medium,73,2,Second Class
TEC-CO-4791,"HP Wireless Fax, High-Speed",Technology,Copiers,Medium,39,5,Standard Class
OFF-ST-5700,"Rogers Lockers, Blue",Office Supplies,Storage,Medium,134,6,Standard Class
TEC-AC-4172,"Enermax Mouse, Erganomic",Technology,Accessories,Medium,51,3,Second Class
OFF-AR-6119,"Stanley Pencil Sharpener, Fluorescent",Office Supplies,Art,Low,44,2,Standard Class
TEC-CO-3681,"Canon Copy Machine, Laser",Technology,Copiers,High,54,1,Standard Class
FUR-BO-5972,"Sauder Stackable Bookrack, Pine",Furniture,Bookcases,Medium,111,2,Standard Class
OFF-ST-4108,"Eldon Trays, Wire Frame",Office Supplies,Storage,Medium,72,6,Standard Class
OFF-LA-6051,"Smead Removable Labels, Adjustable",Office Supplies,Labels,High,86,9,First Class
OFF-ST-5692,"Rogers File Cart, Industrial",Office Supplies,Storage,Medium,81,2,Standard Class
TEC-AC-3396,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,Medium,65,4,Standard Class
OFF-SU-4121,"Elite Letter Opener, High Speed",Office Supplies,Supplies,Critical,50,2,First Class
OFF-PA-6555,Xerox 1996,Office Supplies,Paper,High,18,4,First Class
OFF-PA-5878,"SanDisk Message Books, Premium",Office Supplies,Paper,High,38,3,First Class
FUR-FU-4083,"Eldon Photo Frame, Black",Furniture,Furnishings,Medium,17,4,Second Class
FUR-CH-4559,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,Low,41,3,Standard Class
TEC-CO-6002,"Sharp Ink, Digital",Technology,Copiers,Medium,28,2,Standard Class
TEC-CO-4769,"HP Fax and Copier, Color",Technology,Copiers,High,42,2,Standard Class
TEC-AC-5232,Micro Innovations Wireless Classic Keyboard with Mouse,Technology,Accessories,Low,4,2,Standard Class
TEC-PH-5812,"Samsung Audio Dock, Cordless",Technology,Phones,Medium,68,3,Standard Class
FUR-CH-5775,"SAFCO Executive Leather Armchair, Red",Furniture,Chairs,Medium,67,2,Standard Class
OFF-BI-3257,"Avery Binding Machine, Economy",Office Supplies,Binders,Medium,63,5,Standard Class
OFF-ST-4094,"Eldon Shelving, Blue",Office Supplies,Storage,High,73,2,Second Class
OFF-FA-5477,"OIC Rubber Bands, Bulk Pack",Office Supplies,Fasteners,Critical,54,6,First Class
FUR-FU-3915,DAX Cubicle Frames - 8x10,Furniture,Furnishings,Medium,17,11,Standard Class
OFF-PA-4463,"Green Bar Cards & Envelopes, Premium",Office Supplies,Paper,Medium,52,14,Standard Class
FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",Furniture,Chairs,High,125,1,Second Class
FUR-BO-5971,"Sauder Stackable Bookrack, Mobile",Furniture,Bookcases,Medium,40,2,Standard Class
OFF-ST-5706,"Rogers Shelving, Industrial",Office Supplies,Storage,High,42,2,First Class
OFF-ST-5709,"Rogers Trays, Blue",Office Supplies,Storage,Medium,55,5,Standard Class
TEC-AC-5201,"Memorex Keyboard, Programmable",Technology,Accessories,Low,60,3,Standard Class
TEC-PH-3141,"Apple Office Telephone, VoIP",Technology,Phones,High,68,2,Second Class
TEC-AC-3398,"Belkin Numeric Keypad, USB",Technology,Accessories,Medium,33,6,Standard Class
OFF-AR-3457,"BIC Markers, Easy-Erase",Office Supplies,Art,High,57,8,Standard Class
OFF-AR-5911,"Sanford Highlighters, Easy-Erase",Office Supplies,Art,High,45,4,First Class
OFF-AR-3547,"Boston Pens, Easy-Erase",Office Supplies,Art,High,45,6,First Class
OFF-PA-6555,Xerox 1996,Office Supplies,Paper,Medium,18,3,Second Class
OFF-BI-3275,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,Medium,8,2,Second Class
TEC-AC-4869,Imation Bio 2GB USBÂ Flash Drive ImationÂ Corp,Technology,Accessories,Critical,16,3,Second Class
FUR-BO-3640,"Bush Library with Doors, Mobile",Furniture,Bookcases,Medium,50,1,Standard Class
FUR-BO-3887,"Dania 3-Shelf Cabinet, Pine",Furniture,Bookcases,Medium,42,1,First Class
FUR-BO-5798,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,Medium,100,1,Second Class
OFF-AP-4721,"Hoover Blender, White",Office Supplies,Appliances,Medium,35,3,Standard Class
FUR-CH-4558,"Harbour Creations Steel Folding Chair, Black",Furniture,Chairs,Low,53,3,Standard Class
OFF-AR-5903,"Sanford Canvas, Easy-Erase",Office Supplies,Art,Medium,62,9,Standard Class
OFF-PA-5891,"SanDisk Parchment Paper, Multicolor",Office Supplies,Paper,High,51,7,Second Class
OFF-SU-2979,"Acme Letter Opener, Serrated",Office Supplies,Supplies,High,32,4,Standard Class
TEC-AC-5872,"SanDisk Memory Card, Bluetooth",Technology,Accessories,Medium,50,3,Standard Class
OFF-PA-3990,"Eaton Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,High,61,6,Standard Class
OFF-ST-4057,"Eldon File Cart, Single Width",Office Supplies,Storage,Medium,261,2,Standard Class
OFF-SU-4137,"Elite Trimmer, Serrated",Office Supplies,Supplies,High,56,14,Standard Class
TEC-CO-5999,"Sharp Fax Machine, High-Speed",Technology,Copiers,Medium,58,2,Standard Class
TEC-AC-5872,"SanDisk Memory Card, Bluetooth",Technology,Accessories,Medium,50,2,Second Class
OFF-AR-3536,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,High,21,2,Same Day
OFF-SU-4117,"Elite Box Cutter, High Speed",Office Supplies,Supplies,High,37,5,Standard Class
OFF-AR-6115,"Stanley Markers, Easy-Erase",Office Supplies,Art,High,55,4,Same Day
TEC-PH-5359,"Nokia Speaker Phone, VoIP",Technology,Phones,High,64,1,Second Class
OFF-ST-4080,"Eldon Lockers, Single Width",Office Supplies,Storage,Medium,63,2,Standard Class
TEC-PH-5338,"Nokia Audio Dock, with Caller ID",Technology,Phones,Medium,45,3,Standard Class
FUR-FU-6256,"Tenex Frame, Erganomic",Furniture,Furnishings,Medium,40,5,Standard Class
OFF-BI-6345,Vinyl Sectional Post Binders,Office Supplies,Binders,Medium,26,6,Standard Class
FUR-CH-5448,"Office Star Rocking Chair, Red",Furniture,Chairs,Medium,47,2,Second Class
TEC-MA-5014,"Konica Printer, Durable",Technology,Machines,High,23,1,Standard Class
OFF-AR-3450,"BIC Canvas, Water Color",Office Supplies,Art,Critical,70,1,First Class
FUR-FU-4040,"Eldon Door Stop, Black",Furniture,Furnishings,Medium,29,4,Standard Class
OFF-AR-3534,"Boston Highlighters, Water Color",Office Supplies,Art,Critical,72,3,First Class
OFF-ST-5690,Rogers Deluxe File Chest,Office Supplies,Storage,Medium,8,1,Standard Class
TEC-PH-3818,"Cisco Speaker Phone, with Caller ID",Technology,Phones,Medium,63,1,Second Class
OFF-ST-6273,"Tenex Shelving, Industrial",Office Supplies,Storage,High,93,6,Standard Class
OFF-FA-6314,Translucent Push Pins by OIC,Office Supplies,Fasteners,Medium,13,8,Standard Class
OFF-ST-5707,"Rogers Shelving, Single Width",Office Supplies,Storage,Medium,56,5,First Class
OFF-EN-3104,"Ames Manila Envelope, Recycled",Office Supplies,Envelopes,High,23,8,Second Class
FUR-FU-3922,DAX Two-Tone Silver Metal Document Frame,Furniture,Furnishings,Medium,3,1,Standard Class
OFF-PA-4177,"Enermax Note Cards, Premium",Office Supplies,Paper,Medium,64,8,First Class
FUR-TA-3336,"Barricks Coffee Table, Adjustable Height",Furniture,Tables,Medium,31,3,Standard Class
OFF-SU-4305,"Fiskars Box Cutter, Serrated",Office Supplies,Supplies,Medium,85,14,First Class
FUR-CH-5412,"Novimex Swivel Stool, Black",Furniture,Chairs,Medium,86,3,Standard Class
OFF-ST-4108,"Eldon Trays, Wire Frame",Office Supplies,Storage,Critical,72,2,First Class
OFF-PA-6554,Xerox 1995,Office Supplies,Paper,Medium,5,3,Standard Class
OFF-AR-6119,"Stanley Pencil Sharpener, Fluorescent",Office Supplies,Art,High,44,7,Standard Class
OFF-BI-4816,"Ibico Binding Machine, Durable",Office Supplies,Binders,Medium,64,4,Standard Class
TEC-CO-3591,"Brother Fax and Copier, Color",Technology,Copiers,Low,56,1,Standard Class
TEC-PH-3817,"Cisco Speaker Phone, VoIP",Technology,Phones,Medium,42,5,Second Class
OFF-BI-4817,"Ibico Binding Machine, Economy",Office Supplies,Binders,Medium,83,2,First Class
FUR-FU-3047,"Advantus Photo Frame, Black",Furniture,Furnishings,High,51,7,First Class
TEC-PH-5271,"Motorola Speaker Phone, Full Size",Technology,Phones,Medium,50,3,Second Class
TEC-PH-5357,"Nokia Speaker Phone, Cordless",Technology,Phones,Medium,49,3,Standard Class
TEC-PH-3796,"Cisco Office Telephone, Cordless",Technology,Phones,Critical,34,2,Same Day
OFF-PA-6551,Xerox 1992,Office Supplies,Paper,Medium,12,3,First Class
TEC-AC-5132,"Logitech Numeric Keypad, Programmable",Technology,Accessories,High,33,7,Standard Class
FUR-BO-3639,"Bush Library with Doors, Metal",Furniture,Bookcases,Medium,76,1,First Class
OFF-EN-3099,"Ames Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,High,31,3,Second Class
OFF-AR-3528,"Boston Canvas, Water Color",Office Supplies,Art,High,59,4,Second Class
OFF-FA-6129,Staples,Office Supplies,Fasteners,High,399,3,Standard Class
OFF-AR-3471,"BIC Sketch Pad, Water Color",Office Supplies,Art,High,74,5,Standard Class
OFF-AP-4725,"Hoover Coffee Grinder, White",Office Supplies,Appliances,Medium,37,3,Standard Class
TEC-MA-6133,"StarTech Calculator, Red",Technology,Machines,Medium,32,4,Same Day
TEC-PH-5812,"Samsung Audio Dock, Cordless",Technology,Phones,Medium,68,2,Standard Class
OFF-FA-3071,"Advantus Staples, Metal",Office Supplies,Fasteners,Critical,21,6,Second Class
FUR-CH-4682,"Hon Rocking Chair, Black",Furniture,Chairs,Low,90,4,Standard Class
FUR-BO-3893,"Dania Corner Shelving, Metal",Furniture,Bookcases,Medium,48,2,Second Class
OFF-ST-4259,"Fellowes File Cart, Single Width",Office Supplies,Storage,High,95,1,First Class
FUR-CH-5368,"Novimex Bag Chairs, Red",Furniture,Chairs,High,46,4,First Class
TEC-MA-6151,"StarTech Receipt Printer, Durable",Technology,Machines,Medium,17,2,Standard Class
TEC-PH-5837,"Samsung Signal Booster, VoIP",Technology,Phones,Medium,41,1,Standard Class
TEC-AC-3387,"Belkin Keyboard, USB",Technology,Accessories,High,31,2,Standard Class
TEC-MA-4189,"Epson Calculator, Durable",Technology,Machines,Critical,5,2,First Class
OFF-ST-6248,"Tenex File Cart, Single Width",Office Supplies,Storage,Medium,138,3,Standard Class
OFF-BI-6382,"Wilson Jones Binding Machine, Clear",Office Supplies,Binders,Medium,67,4,First Class
FUR-CH-5805,"SAFCO Swivel Stool, Adjustable",Furniture,Chairs,Medium,46,2,Second Class
OFF-SU-6183,"Stiletto Trimmer, Steel",Office Supplies,Supplies,High,39,2,Second Class
FUR-BO-3885,"Dania 3-Shelf Cabinet, Metal",Furniture,Bookcases,Medium,38,5,Standard Class
FUR-CH-5369,"Novimex Bag Chairs, Set of Two",Furniture,Chairs,High,37,3,Standard Class
TEC-PH-5268,"Motorola Smart Phone, Full Size",Technology,Phones,Critical,130,1,Second Class
TEC-MA-6134,"StarTech Calculator, White",Technology,Machines,Critical,21,2,Second Class
TEC-CO-4786,"HP Personal Copier, High-Speed",Technology,Copiers,Medium,44,2,Standard Class
OFF-EN-5031,"Kraft Interoffice Envelope, Set of 50",Office Supplies,Envelopes,Medium,31,6,Standard Class
OFF-ST-4267,"Fellowes Lockers, Industrial",Office Supplies,Storage,Medium,120,2,Standard Class
OFF-ST-5712,"Rogers Trays, Wire Frame",Office Supplies,Storage,High,84,3,Second Class
FUR-BO-4844,"Ikea 3-Shelf Cabinet, Metal",Furniture,Bookcases,Medium,42,1,First Class
FUR-CH-5793,"SAFCO Rocking Chair, Adjustable",Furniture,Chairs,Medium,46,3,Second Class
OFF-BI-2902,"Acco Binding Machine, Recycled",Office Supplies,Binders,Medium,53,5,Standard Class
OFF-AP-3565,"Breville Blender, White",Office Supplies,Appliances,High,28,1,Standard Class
FUR-FU-6257,"Tenex Light Bulb, Black",Furniture,Furnishings,High,27,5,Same Day
OFF-AR-3531,"Boston Highlighters, Blue",Office Supplies,Art,Medium,41,10,Standard Class
TEC-MA-5568,"Panasonic Phone, Red",Technology,Machines,Medium,35,4,Standard Class
OFF-AR-3499,"Binney & Smith Sketch Pad, Blue",Office Supplies,Art,Medium,101,5,Standard Class
OFF-ST-5705,"Rogers Shelving, Blue",Office Supplies,Storage,Medium,55,4,Standard Class
FUR-CH-5455,"Office Star Swivel Stool, Black",Furniture,Chairs,Medium,34,3,Standard Class
OFF-PA-4168,"Enermax Message Books, Multicolor",Office Supplies,Paper,High,29,5,Second Class
OFF-PA-5871,"SanDisk Memo Slips, Recycled",Office Supplies,Paper,High,15,5,First Class
OFF-EN-4912,"Jiffy Interoffice Envelope, Set of 50",Office Supplies,Envelopes,Medium,41,6,Standard Class
OFF-AR-3545,"Boston Pencil Sharpener, Water Color",Office Supplies,Art,High,143,5,Standard Class
OFF-AP-4609,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances,Medium,13,5,Standard Class
OFF-AR-3467,"BIC Pens, Water Color",Office Supplies,Art,High,61,7,Same Day
OFF-ST-6229,"Tenex Box, Industrial",Office Supplies,Storage,High,57,5,First Class
OFF-BI-6412,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,Low,20,7,Standard Class
OFF-BI-3256,"Avery Binding Machine, Durable",Office Supplies,Binders,Low,96,3,Standard Class
FUR-BO-5950,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,Medium,70,1,Standard Class
TEC-PH-3798,"Cisco Office Telephone, VoIP",Technology,Phones,Medium,57,3,Standard Class
FUR-CH-5370,"Novimex Chairmat, Adjustable",Furniture,Chairs,Medium,58,4,Second Class
OFF-SU-4132,"Elite Shears, High Speed",Office Supplies,Supplies,High,21,8,Standard Class
OFF-AP-4966,"KitchenAid Stove, Silver",Office Supplies,Appliances,Medium,44,1,Standard Class
OFF-ST-4263,"Fellowes Folders, Single Width",Office Supplies,Storage,High,39,3,First Class
OFF-SU-4136,"Elite Trimmer, High Speed",Office Supplies,Supplies,Medium,13,4,First Class
OFF-AR-5911,"Sanford Highlighters, Easy-Erase",Office Supplies,Art,Critical,45,5,Same Day
TEC-AC-5865,"SanDisk Keyboard, Erganomic",Technology,Accessories,High,37,2,Standard Class
FUR-CH-5447,"Office Star Rocking Chair, Black",Furniture,Chairs,High,73,3,First Class
FUR-CH-5794,"SAFCO Rocking Chair, Black",Furniture,Chairs,Medium,71,2,Standard Class
OFF-AR-5919,"Sanford Markers, Fluorescent",Office Supplies,Art,Critical,51,4,First Class
OFF-ST-4295,"Fellowes Trays, Single Width",Office Supplies,Storage,Medium,67,5,Standard Class
FUR-CH-4429,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,Low,27,5,Standard Class
TEC-AC-4172,"Enermax Mouse, Erganomic",Technology,Accessories,Medium,51,6,Standard Class
TEC-CO-3704,"Canon Personal Copier, Digital",Technology,Copiers,Medium,44,3,Standard Class
OFF-BI-6407,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,High,21,3,First Class
TEC-AC-5220,"Memorex Numeric Keypad, Bluetooth",Technology,Accessories,High,88,3,First Class
OFF-ST-5693,"Rogers File Cart, Single Width",Office Supplies,Storage,Medium,177,2,Standard Class
FUR-BO-5952,"Sauder Corner Shelving, Metal",Furniture,Bookcases,High,52,1,First Class
OFF-FA-5477,"OIC Rubber Bands, Bulk Pack",Office Supplies,Fasteners,Critical,54,7,Second Class
TEC-CO-4589,"Hewlett Personal Copier, Laser",Technology,Copiers,Medium,45,2,Standard Class
FUR-TA-4642,"Hon Computer Table, Adjustable Height",Furniture,Tables,Medium,8,1,Standard Class
FUR-CH-5447,"Office Star Rocking Chair, Black",Furniture,Chairs,High,73,2,Standard Class
OFF-LA-4695,"Hon Shipping Labels, Alphabetical",Office Supplies,Labels,Medium,33,12,First Class
OFF-EN-4441,"GlobeWeis Interoffice Envelope, Set of 50",Office Supplies,Envelopes,Medium,34,6,Standard Class
OFF-EN-3099,"Ames Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,Medium,31,8,Standard Class
OFF-LA-5399,"Novimex Round Labels, Adjustable",Office Supplies,Labels,Critical,21,1,Second Class
OFF-PA-6586,Xerox 222,Office Supplies,Paper,Medium,14,3,Standard Class
OFF-AR-3448,"BIC Canvas, Easy-Erase",Office Supplies,Art,Medium,44,3,Standard Class
OFF-SU-4975,"Kleencut Box Cutter, Serrated",Office Supplies,Supplies,Medium,30,8,Standard Class
TEC-AC-3393,"Belkin Mouse, Erganomic",Technology,Accessories,Medium,57,9,Standard Class
TEC-MA-4211,"Epson Receipt Printer, White",Technology,Machines,Medium,33,3,Standard Class
OFF-ST-4295,"Fellowes Trays, Single Width",Office Supplies,Storage,Medium,67,8,Standard Class
TEC-PH-3792,"Cisco Headset, VoIP",Technology,Phones,High,26,1,Same Day
OFF-PA-5876,"SanDisk Message Books, 8.5 x 11",Office Supplies,Paper,Medium,34,4,First Class
FUR-FU-2877,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,Medium,20,3,Standard Class
OFF-EN-4926,"Jiffy Peel and Seal, with clear poly window",Office Supplies,Envelopes,Critical,35,5,First Class
FUR-BO-3896,"Dania Corner Shelving, Traditional",Furniture,Bookcases,Medium,74,5,Standard Class
OFF-PA-5886,"SanDisk Note Cards, Premium",Office Supplies,Paper,High,43,3,Same Day
OFF-AR-3494,"Binney & Smith Pencil Sharpener, Water Color",Office Supplies,Art,Low,108,9,Standard Class
OFF-ST-5692,"Rogers File Cart, Industrial",Office Supplies,Storage,Medium,81,4,Standard Class
TEC-CO-4786,"HP Personal Copier, High-Speed",Technology,Copiers,Medium,44,2,Standard Class
OFF-AR-5632,Prang Drawing Pencil Set,Office Supplies,Art,High,18,9,First Class
TEC-CO-4587,"Hewlett Personal Copier, Digital",Technology,Copiers,Medium,26,6,Standard Class
OFF-SU-4996,"Kleencut Trimmer, Steel",Office Supplies,Supplies,Medium,65,4,Standard Class
TEC-PH-5846,"Samsung Speaker Phone, with Caller ID",Technology,Phones,Medium,51,5,Standard Class
OFF-ST-6246,"Tenex File Cart, Blue",Office Supplies,Storage,Medium,59,3,Standard Class
OFF-EN-5044,"Kraft Peel and Seal, with clear poly window",Office Supplies,Envelopes,High,28,3,Second Class
TEC-PH-3784,"Cisco Audio Dock, Cordless",Technology,Phones,Medium,49,3,Standard Class
OFF-ST-4260,"Fellowes File Cart, Wire Frame",Office Supplies,Storage,Medium,80,3,Standard Class
OFF-EN-3669,"Cameo Manila Envelope, Recycled",Office Supplies,Envelopes,Critical,39,5,First Class
TEC-CO-3601,"Brother Ink, High-Speed",Technology,Copiers,Medium,39,1,Standard Class
FUR-CH-4564,"Harbour Creations Swivel Stool, Set of Two",Furniture,Chairs,Medium,75,2,Second Class
FUR-CH-5449,"Office Star Rocking Chair, Set of Two",Furniture,Chairs,Low,82,1,Standard Class
TEC-CO-3695,"Canon Ink, Digital",Technology,Copiers,Medium,60,12,First Class
OFF-AR-5932,"Sanford Sketch Pad, Fluorescent",Office Supplies,Art,Low,86,5,Standard Class
OFF-PA-6483,Xerox 193,Office Supplies,Paper,Medium,6,6,Second Class
TEC-AC-5099,"Logitech Flash Drive, Bluetooth",Technology,Accessories,Medium,24,7,Standard Class
OFF-ST-6048,"Smead Lockers, Single Width",Office Supplies,Storage,Medium,93,1,Standard Class
OFF-BI-4833,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Low,24,2,Standard Class
OFF-AR-3455,BIC Liqua Brite Liner,Office Supplies,Art,High,17,3,Standard Class
OFF-BI-6391,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,High,9,2,First Class
OFF-AP-3583,"Breville Toaster, Red",Office Supplies,Appliances,Medium,41,3,Standard Class
OFF-SU-2980,"Acme Letter Opener, Steel",Office Supplies,Supplies,Medium,62,12,Standard Class
FUR-BO-3631,"Bush Corner Shelving, Traditional",Furniture,Bookcases,Medium,37,5,Standard Class
FUR-CH-4631,"Hon Chairmat, Black",Furniture,Chairs,Medium,36,3,Second Class
OFF-BI-4341,GBC DocuBind P50 Personal Binding Machine,Office Supplies,Binders,Critical,25,7,Second Class
TEC-PH-5338,"Nokia Audio Dock, with Caller ID",Technology,Phones,Medium,45,2,Standard Class
OFF-BI-4817,"Ibico Binding Machine, Economy",Office Supplies,Binders,High,83,5,Second Class
FUR-BO-5768,"Safco Corner Shelving, Metal",Furniture,Bookcases,Medium,39,3,Standard Class
OFF-BI-3726,"Cardinal Binding Machine, Economy",Office Supplies,Binders,High,81,5,Standard Class
FUR-CH-4683,"Hon Rocking Chair, Red",Furniture,Chairs,Medium,66,2,Second Class
OFF-ST-4105,"Eldon Trays, Blue",Office Supplies,Storage,Medium,39,6,Standard Class
FUR-FU-3939,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,Medium,20,7,Second Class
OFF-SU-2995,"Acme Shears, Serrated",Office Supplies,Supplies,Medium,23,5,First Class
FUR-BO-3900,"Dania Floating Shelf Set, Traditional",Furniture,Bookcases,Medium,47,2,Standard Class
TEC-AC-5132,"Logitech Numeric Keypad, Programmable",Technology,Accessories,Medium,33,4,Second Class
FUR-FU-4084,"Eldon Photo Frame, Duo Pack",Furniture,Furnishings,Medium,51,8,Standard Class
TEC-PH-5337,"Nokia Audio Dock, VoIP",Technology,Phones,Medium,63,3,Standard Class
TEC-CO-3679,"Canon Copy Machine, Digital",Technology,Copiers,Medium,55,2,Standard Class
FUR-TA-4944,KI Conference Tables,Furniture,Tables,Medium,19,5,Standard Class
FUR-CH-5408,"Novimex Steel Folding Chair, Red",Furniture,Chairs,Medium,57,2,Second Class
OFF-ST-4268,"Fellowes Lockers, Single Width",Office Supplies,Storage,Medium,114,3,Standard Class
OFF-BI-4816,"Ibico Binding Machine, Durable",Office Supplies,Binders,High,64,2,Second Class
OFF-ST-6248,"Tenex File Cart, Single Width",Office Supplies,Storage,Medium,138,1,First Class
FUR-FU-3933,"Deflect-O Door Stop, Duo Pack",Furniture,Furnishings,Medium,31,3,Second Class
OFF-AP-4270,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,High,13,4,Second Class
OFF-SU-4305,"Fiskars Box Cutter, Serrated",Office Supplies,Supplies,Critical,85,4,Same Day
OFF-EN-3663,"Cameo Interoffice Envelope, Set of 50",Office Supplies,Envelopes,Medium,27,5,First Class
OFF-EN-4439,"GlobeWeis Interoffice Envelope, Recycled",Office Supplies,Envelopes,Critical,13,1,First Class
TEC-MA-5574,"Panasonic Printer, Wireless",Technology,Machines,Medium,22,1,Standard Class
OFF-ST-5590,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,High,11,3,Standard Class
OFF-SU-4975,"Kleencut Box Cutter, Serrated",Office Supplies,Supplies,Medium,30,8,Second Class
TEC-PH-5246,"Motorola Audio Dock, Cordless",Technology,Phones,Medium,55,3,Standard Class
OFF-AR-5903,"Sanford Canvas, Easy-Erase",Office Supplies,Art,High,62,1,First Class
OFF-AR-3087,American Pencil,Office Supplies,Art,High,11,2,Standard Class
OFF-PA-5876,"SanDisk Message Books, 8.5 x 11",Office Supplies,Paper,High,34,8,First Class
OFF-AP-3585,"Breville Toaster, White",Office Supplies,Appliances,High,8,4,Standard Class
OFF-EN-4445,"GlobeWeis Mailers, Set of 50",Office Supplies,Envelopes,Medium,36,4,Standard Class
FUR-CH-4673,Hon Olson Stacker Stools,Furniture,Chairs,Medium,44,10,Standard Class
TEC-MA-5568,"Panasonic Phone, Red",Technology,Machines,High,35,7,Second Class
OFF-ST-5695,"Rogers Folders, Industrial",Office Supplies,Storage,High,81,4,Standard Class
FUR-FU-4067,"Eldon Frame, Erganomic",Furniture,Furnishings,Medium,28,8,Standard Class
OFF-ST-4056,"Eldon File Cart, Industrial",Office Supplies,Storage,High,87,2,Standard Class
TEC-CO-4787,"HP Personal Copier, Laser",Technology,Copiers,High,47,2,First Class
TEC-AC-5217,"Memorex Mouse, Erganomic",Technology,Accessories,Low,33,8,Standard Class
OFF-AR-3445,BIC Brite Liner Highlighters,Office Supplies,Art,High,12,3,Second Class
FUR-CH-4559,"Harbour Creations Steel Folding Chair, Red",Furniture,Chairs,High,41,2,First Class
OFF-EN-3656,"Cameo Business Envelopes, Set of 50",Office Supplies,Envelopes,Critical,20,3,Second Class
TEC-CO-4769,"HP Fax and Copier, Color",Technology,Copiers,Medium,42,2,First Class
OFF-AR-6117,"Stanley Markers, Water Color",Office Supplies,Art,Medium,74,7,Standard Class
OFF-PA-4479,"Green Bar Note Cards, Multicolor",Office Supplies,Paper,Medium,42,6,Standard Class
TEC-MA-5576,"Panasonic Receipt Printer, Red",Technology,Machines,Medium,23,2,Standard Class
OFF-BI-3714,"Cardinal 3-Hole Punch, Economy",Office Supplies,Binders,Critical,53,2,First Class
FUR-FU-6278,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings,Medium,49,4,First Class
OFF-AR-3499,"Binney & Smith Sketch Pad, Blue",Office Supplies,Art,Medium,101,9,Standard Class
FUR-BO-5769,"Safco Corner Shelving, Mobile",Furniture,Bookcases,High,34,2,Second Class
TEC-CO-4569,"Hewlett Copy Machine, High-Speed",Technology,Copiers,Medium,35,2,Standard Class
FUR-FU-6253,"Tenex Frame, Black",Furniture,Furnishings,Medium,32,2,Standard Class
OFF-AR-6125,"Stanley Sketch Pad, Blue",Office Supplies,Art,High,46,3,Standard Class
TEC-PH-3133,"Apple Headset, Full Size",Technology,Phones,Medium,67,5,Standard Class
OFF-BI-4343,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders,Low,34,3,Standard Class
OFF-SU-4979,"Kleencut Letter Opener, High Speed",Office Supplies,Supplies,Medium,28,8,Standard Class
OFF-ST-6275,"Tenex Shelving, Wire Frame",Office Supplies,Storage,High,79,2,Second Class
FUR-FU-4026,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,High,14,5,Standard Class
OFF-ST-5277,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,Medium,17,8,Second Class
TEC-CO-4568,"Hewlett Copy Machine, Color",Technology,Copiers,High,134,2,Standard Class
FUR-FU-6238,"Tenex Clock, Durable",Furniture,Furnishings,High,59,3,First Class
OFF-AR-6107,"Stanley Canvas, Fluorescent",Office Supplies,Art,Medium,66,3,Second Class
OFF-SU-4327,"Fiskars Trimmer, Serrated",Office Supplies,Supplies,High,69,3,Second Class
OFF-ST-4106,"Eldon Trays, Industrial",Office Supplies,Storage,Medium,44,5,Standard Class
OFF-AR-3478,"Binney & Smith Canvas, Water Color",Office Supplies,Art,High,54,2,First Class
TEC-CO-3589,"Brother Copy Machine, Laser",Technology,Copiers,High,34,1,Standard Class
FUR-BO-5941,"Sauder 3-Shelf Cabinet, Mobile",Furniture,Bookcases,Medium,70,2,Standard Class
OFF-BI-4817,"Ibico Binding Machine, Economy",Office Supplies,Binders,Medium,83,3,Standard Class
TEC-AC-5858,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,Medium,17,3,Standard Class
TEC-PH-3143,"Apple Signal Booster, Cordless",Technology,Phones,Medium,79,3,Standard Class
